age,anaemia,creatinine_phosphokinase,diabetes,ejection_fraction,high_blood_pressure,platelets,serum_creatinine,serum_sodium,sex,smoking,time,cluster
1.1929452305019328,-0.8711047752203891,0.000165728387303,-0.8475793795260129,-1.5305595280629063,1.3592715135759477,0.0168164842908892,0.4900569873805214,-1.504036122151041,0.7356881903374974,-0.6876819060735034,-1.6295024142525152,3
-0.4912792759632972,-0.8711047752203891,7.514639528854929,-0.8475793795260129,-0.007076750175989,-0.7356881903374974,7.535660178453291e-09,-0.2845523523500058,-0.1419761508542383,0.7356881903374974,-0.6876819060735034,-1.603690736891766,6
0.3508329772693178,-0.8711047752203891,-0.4499387608287822,-0.8475793795260129,-1.5305595280629063,-0.7356881903374974,-1.0380731335392908,-0.090900017417374,-1.7310461173671747,0.7356881903374974,1.454160697217929,-1.5907848982113917,3
-0.9123354025796048,1.1479675332361718,-0.4860710019355781,-0.8475793795260129,-1.5305595280629063,-0.7356881903374974,-0.5464740883368767,0.4900569873805214,0.0850338443618954,0.7356881903374974,-0.6876819060735034,-1.5907848982113917,1
0.3508329772693178,1.1479675332361718,-0.4354858643860639,1.1798304963002102,-1.5305595280629063,-0.7356881903374974,0.6517985843440072,1.264666327111049,-4.682176055176914,-1.3592715135759477,-0.6876819060735034,-1.5778790595310168,0
2.4561136103508554,1.1479675332361718,-0.5521413856737191,-0.8475793795260129,0.1621991140336684,1.3592715135759477,-0.6079239689871785,0.6837093223131534,-1.0500161317187735,0.7356881903374974,1.454160697217929,-1.5778790595310168,3
1.1929452305019328,1.1479675332361718,-0.346703786237937,-0.8475793795260129,-1.95374918858705,-0.7356881903374974,-1.3965307706660508,-0.18772618488369,0.0850338443618954,0.7356881903374974,-0.6876819060735034,-1.5520673821702675,1
-0.0702231493469896,1.1479675332361718,-0.2754716537702538,1.1798304963002102,1.8549577561302435,-0.7356881903374974,1.952487724775394,-0.2845523523500058,-1.2770261269349072,0.7356881903374974,1.454160697217929,-1.5520673821702675,5
0.3508329772693178,-0.8711047752203891,-0.4385829136237893,-0.8475793795260129,2.2781474166543867,-0.7356881903374974,7.535660178453291e-09,0.1027523175152577,0.3120438395780291,-1.3592715135759477,-0.6876819060735034,-1.5520673821702675,2
1.6140013571182403,1.1479675332361718,-0.4736828049846767,-0.8475793795260129,-0.2609905464904752,1.3592715135759477,1.2765390376220749,7.752019547354216,-0.8230061365026398,0.7356881903374974,1.454160697217929,-1.5520673821702675,0
1.1929452305019328,1.1479675332361718,-0.5170414943128316,-0.8475793795260129,-0.007076750175989,1.3592715135759477,1.0717061021210692,2.523406504173156,-1.2770261269349072,0.7356881903374974,1.454160697217929,-1.5520673821702675,0
0.0981993012995333,-0.8711047752203891,-0.3621890324265638,-0.8475793795260129,-1.1073698675387629,1.3592715135759477,-0.1060832770097142,-0.4782046872826377,0.7660638300102968,0.7356881903374974,1.454160697217929,-1.5520673821702675,3
-1.3333915291959122,1.1479675332361718,0.4120732770047756,-0.8475793795260129,-0.6841802070146189,-0.7356881903374974,-1.3043559496905983,-0.2845523523500058,0.0850338443618954,0.7356881903374974,-0.6876819060735034,-1.5391615434898929,1
-0.9123354025796048,1.1479675332361718,-0.4272270664187963,-0.8475793795260129,-0.007076750175989,1.3592715135759477,0.1294745988164424,-0.2845523523500058,0.0850338443618954,0.7356881903374974,-0.6876819060735034,-1.5391615434898929,8
-0.9965466279028662,1.1479675332361718,-0.5180738440587401,-0.8475793795260129,-0.6841802070146189,1.3592715135759477,1.6759632618490363,-0.3813785198163218,0.3120438395780291,-1.3592715135759477,-0.6876819060735034,-1.5262557048095184,8
1.7824238077647634,1.1479675332361718,-0.2094012700321128,-0.8475793795260129,1.0085784350819558,-0.7356881903374974,-2.215862512670074,-0.090900017417374,-0.1419761508542383,0.7356881903374974,-0.6876819060735034,-1.5133498661291438,2
2.203479934381071,1.1479675332361718,-0.4468417115910569,-0.8475793795260129,-0.007076750175989,-0.7356881903374974,-0.0139084560342616,-0.4782046872826377,0.7660638300102968,0.7356881903374974,-0.6876819060735034,-1.5004440274487691,2
-1.3333915291959122,-0.8711047752203891,0.000165728387303,-0.8475793795260129,-2.038387120691879,-0.7356881903374974,-0.9971065464390896,-0.5750308547489537,-2.185066107799442,0.7356881903374974,-0.6876819060735034,-1.5004440274487691,1
